Trans	Position
ENST00000234590.10	992
ENST00000464920.2	1761
ENST00000647408.1	995
ENST00000646370.2	1055
ENST00000645609.1	1398
ENST00000234590.10	1018
ENST00000464920.2	1787
ENST00000647408.1	1021
ENST00000646370.2	1081
ENST00000645609.1	1424
ENST00000234590.10	1043
ENST00000464920.2	1812
ENST00000647408.1	1046
ENST00000646370.2	1106
ENST00000645609.1	1449
ENST00000234590.10	1130
ENST00000464920.2	1899
ENST00000647408.1	1133
ENST00000646370.2	1193
ENST00000645609.1	1536
ENST00000234590.10	862
ENST00000464920.2	1631
ENST00000647408.1	865
ENST00000646370.2	925
ENST00000645609.1	1268
ENST00000234590.10	591
ENST00000464920.2	1360
ENST00000647408.1	594
ENST00000646370.2	654
ENST00000645609.1	997
ENST00000645600.1	348
ENST00000234590.10	644
ENST00000464920.2	1413
ENST00000647408.1	647
ENST00000646370.2	707
ENST00000645609.1	1050
ENST00000645600.1	401
ENST00000497492.1	508
ENST00000234590.10	665
ENST00000464920.2	1434
ENST00000647408.1	668
ENST00000646370.2	728
ENST00000645609.1	1071
ENST00000645600.1	422
ENST00000497492.1	529
ENST00000234590.10	488
ENST00000464920.2	1257
ENST00000647408.1	491
ENST00000646370.2	551
ENST00000645609.1	894
ENST00000645600.1	245
ENST00000497492.1	434
ENST00000646660.1	439
ENST00000646680.1	463
ENST00000234590.10	528
ENST00000464920.2	1297
ENST00000647408.1	531
ENST00000646370.2	591
ENST00000645609.1	934
ENST00000645600.1	285
ENST00000497492.1	474
ENST00000646660.1	479
ENST00000646680.1	503
ENST00000646906.1	516
ENST00000234590.10	555
ENST00000464920.2	1324
ENST00000647408.1	558
ENST00000646370.2	618
ENST00000645609.1	961
ENST00000645600.1	312
ENST00000497492.1	501
ENST00000646660.1	506
ENST00000646680.1	530
ENST00000646906.1	543
ENST00000234590.10	305
ENST00000464920.2	8
ENST00000646370.2	368
ENST00000645609.1	711
ENST00000645600.1	62
ENST00000497492.1	251
ENST00000646660.1	256
ENST00000646906.1	360
ENST00000646156.1	540
ENST00000643438.1	508
ENST00000489867.2	577
ENST00000234590.10	353
ENST00000464920.2	56
ENST00000646370.2	416
ENST00000645609.1	759
ENST00000645600.1	110
ENST00000497492.1	299
ENST00000646660.1	304
ENST00000646906.1	408
ENST00000646156.1	588
ENST00000643438.1	556
ENST00000489867.2	625
ENST00000492343.2	1087
ENST00000234590.10	189
ENST00000647408.1	192
ENST00000646370.2	193
ENST00000645609.1	595
ENST00000497492.1	135
ENST00000646660.1	143
ENST00000646680.1	223
ENST00000646906.1	244
ENST00000646156.1	223
ENST00000643438.1	392
ENST00000489867.2	461
ENST00000486051.5	191
ENST00000492343.2	195
ENST00000234590.10	198
ENST00000647408.1	201
ENST00000646370.2	202
ENST00000645609.1	604
ENST00000497492.1	144
ENST00000646660.1	152
ENST00000646680.1	232
ENST00000646906.1	253
ENST00000646156.1	232
ENST00000643438.1	401
ENST00000489867.2	470
ENST00000486051.5	200
ENST00000492343.2	204
ENST00000234590.10	50
ENST00000647408.1	50
ENST00000646370.2	50
ENST00000645609.1	50
ENST00000646680.1	50
ENST00000646156.1	50
ENST00000643438.1	50
ENST00000486051.5	50
ENST00000492343.2	50
ENST00000835134.1	166
ENST00000328089.11	936
ENST00000357898.3	938
ENST00000377399.2	794
ENST00000340305.9	1202
ENST00000340381.11	2137
ENST00000416541.5	1773
ENST00000508400.1	845
ENST00000340381.11	2147
ENST00000416541.5	1783
ENST00000508400.1	855
ENST00000340381.11	2165
ENST00000416541.5	1801
ENST00000508400.1	873
ENST00000340381.11	2190
ENST00000416541.5	1826
ENST00000340381.11	2371
ENST00000416541.5	2007
ENST00000415330.5	578
ENST00000481137.2	3454
ENST00000377346.9	3294
ENST00000698709.1	3185
ENST00000698710.1	3274
ENST00000698712.1	3151
ENST00000698713.1	3397
ENST00000698714.1	3247
ENST00000698715.1	3371
ENST00000361110.6	3272
ENST00000698716.1	3194
ENST00000698719.1	2246
ENST00000481137.2	3491
ENST00000377346.9	3331
ENST00000698709.1	3222
ENST00000698710.1	3311
ENST00000698712.1	3188
ENST00000698713.1	3434
ENST00000698714.1	3284
ENST00000698715.1	3408
ENST00000361110.6	3309
ENST00000698716.1	3231
ENST00000698719.1	2283
ENST00000481137.2	3593
ENST00000377346.9	3433
ENST00000698709.1	3324
ENST00000698710.1	3413
ENST00000698712.1	3290
ENST00000698713.1	3536
ENST00000698714.1	3386
ENST00000698715.1	3510
ENST00000361110.6	3411
ENST00000698716.1	3333
ENST00000698719.1	2385
ENST00000481137.2	3945
ENST00000377346.9	3785
ENST00000698709.1	3676
ENST00000698710.1	3765
ENST00000698712.1	3642
ENST00000698713.1	3888
ENST00000698714.1	3738
ENST00000698715.1	3862
ENST00000698716.1	3685
ENST00000698719.1	2737
ENST00000481137.2	4903
ENST00000377346.9	4743
ENST00000698709.1	4634
ENST00000698710.1	4723
ENST00000698712.1	4600
ENST00000698713.1	4846
ENST00000698714.1	4696
ENST00000698715.1	4820
ENST00000698719.1	3695
ENST00000481137.2	4910
ENST00000377346.9	4750
ENST00000698709.1	4641
ENST00000698710.1	4730
ENST00000698712.1	4607
ENST00000698713.1	4853
ENST00000698714.1	4703
ENST00000698715.1	4827
ENST00000698719.1	3702
ENST00000377298.9	4366
ENST00000650348.1	4063
ENST00000477264.1	1775
ENST00000435891.5	3435
ENST00000361311.4	4253
ENST00000377298.9	4491
ENST00000650348.1	4188
ENST00000477264.1	1900
ENST00000435891.5	3560
ENST00000361311.4	4378
ENST00000377298.9	4500
ENST00000650348.1	4197
ENST00000477264.1	1909
ENST00000435891.5	3569
ENST00000361311.4	4387
ENST00000377298.9	4540
ENST00000650348.1	4237
ENST00000477264.1	1949
ENST00000435891.5	3609
ENST00000361311.4	4427
ENST00000738451.1	488
ENST00000738450.1	608
ENST00000738452.1	484
ENST00000738454.1	477
ENST00000377223.6	4690
ENST00000400903.6	1106
ENST00000253251.12	478
ENST00000672724.1	478
ENST00000343090.11	352
ENST00000377153.5	36
ENST00000253251.12	503
ENST00000672724.1	503
ENST00000343090.11	377
ENST00000377153.5	61
ENST00000253251.12	510
ENST00000672724.1	510
ENST00000343090.11	384
ENST00000377153.5	68
ENST00000253251.12	531
ENST00000672724.1	531
ENST00000343090.11	405
ENST00000377153.5	89
ENST00000253251.12	567
ENST00000672724.1	567
ENST00000343090.11	441
ENST00000377153.5	125
ENST00000253251.12	615
ENST00000672724.1	615
ENST00000343090.11	489
ENST00000377153.5	173
ENST00000253251.12	720
ENST00000672724.1	720
ENST00000343090.11	594
ENST00000377153.5	278
ENST00000253251.12	738
ENST00000672724.1	738
ENST00000343090.11	612
ENST00000377153.5	296
ENST00000253251.12	743
ENST00000672724.1	743
ENST00000343090.11	617
ENST00000377153.5	301
ENST00000253251.12	755
ENST00000672724.1	755
ENST00000343090.11	629
ENST00000377153.5	313
ENST00000253251.12	794
ENST00000672724.1	794
ENST00000343090.11	668
ENST00000377153.5	352
ENST00000253251.12	4519
ENST00000672724.1	5059
ENST00000343090.11	4780
ENST00000253251.12	4565
ENST00000672724.1	5105
ENST00000343090.11	4826
ENST00000253251.12	4569
ENST00000672724.1	5109
ENST00000343090.11	4830
ENST00000253251.12	4746
ENST00000672724.1	5286
ENST00000343090.11	5007
ENST00000253251.12	4753
ENST00000672724.1	5293
ENST00000343090.11	5014
ENST00000672724.1	5338
ENST00000343090.11	5059
ENST00000377093.9	2721
ENST00000696500.1	2760
ENST00000377083.5	2646
ENST00000377093.9	2736
ENST00000696500.1	2775
ENST00000377083.5	2661
ENST00000377093.9	3314
ENST00000696500.1	3353
ENST00000377083.5	3239
ENST00000377093.9	3329
ENST00000696500.1	3368
ENST00000377083.5	3254
ENST00000377093.9	3609
ENST00000696500.1	3648
ENST00000377083.5	3534
ENST00000377093.9	3644
ENST00000696500.1	3683
ENST00000377083.5	3569
ENST00000377093.9	3699
ENST00000696500.1	3738
ENST00000377083.5	3624
ENST00000377093.9	3749
ENST00000696500.1	3788
ENST00000377083.5	3674
ENST00000377093.9	3753
ENST00000696500.1	3792
ENST00000377083.5	3678
ENST00000377093.9	3757
ENST00000696500.1	3796
ENST00000377083.5	3682
ENST00000377093.9	3867
ENST00000696500.1	3906
ENST00000377083.5	3792
ENST00000377093.9	3889
ENST00000696500.1	3928
ENST00000377083.5	3814
ENST00000676179.1	7694
ENST00000377086.5	7508
ENST00000377081.5	5591
ENST00000620295.2	5470
ENST00000622724.3	5434
ENST00000676179.1	8478
ENST00000377086.5	8292
ENST00000377081.5	6375
ENST00000620295.2	6254
ENST00000622724.3	6218
ENST00000491493.5	166
ENST00000487775.1	88
ENST00000270776.13	68
ENST00000477958.5	59
ENST00000483936.5	20
ENST00000465632.5	137
ENST00000460189.1	3
ENST00000491493.5	496
ENST00000270776.13	398
ENST00000477958.5	406
ENST00000465632.5	467
ENST00000460189.1	267
ENST00000491493.5	589
ENST00000270776.13	491
ENST00000477958.5	499
ENST00000465632.5	560
ENST00000460189.1	360
ENST00000491493.5	648
ENST00000270776.13	550
ENST00000465632.5	619
ENST00000460189.1	419
ENST00000491493.5	656
ENST00000270776.13	558
ENST00000465632.5	627
ENST00000460189.1	427
ENST00000491493.5	733
ENST00000270776.13	635
ENST00000483936.5	152
ENST00000460189.1	504
ENST00000270776.13	740
ENST00000483936.5	257
ENST00000460189.1	609
ENST00000493288.1	260
ENST00000270776.13	785
ENST00000483936.5	302
ENST00000460189.1	654
ENST00000493288.1	305
ENST00000270776.13	798
ENST00000483936.5	315
ENST00000460189.1	667
ENST00000493288.1	318
ENST00000270776.13	821
ENST00000483936.5	338
ENST00000460189.1	690
ENST00000493288.1	341
ENST00000270776.13	853
ENST00000483936.5	370
ENST00000460189.1	722
ENST00000493288.1	373
ENST00000270776.13	1019
ENST00000483936.5	536
ENST00000498356.1	222
ENST00000270776.13	1422
ENST00000498356.1	625
ENST00000496718.1	363
ENST00000270776.13	1462
ENST00000498356.1	665
ENST00000496718.1	403
ENST00000270776.13	1542
ENST00000498356.1	745
ENST00000496718.1	483
ENST00000270776.13	1548
ENST00000498356.1	751
ENST00000496718.1	489
ENST00000270776.13	1627
ENST00000270776.13	1640
ENST00000270776.13	1705
ENST00000270776.13	1709
ENST00000270776.13	1741
ENST00000602296.6	441
ENST00000477755.1	462
ENST00000462462.1	122
ENST00000602296.6	470
ENST00000465026.1	16
ENST00000477755.1	491
ENST00000462462.1	151
ENST00000377038.8	1154
ENST00000377038.8	5689
ENST00000377038.8	5781
ENST00000377038.8	5965
ENST00000377038.8	6031
ENST00000476658.5	740
ENST00000377036.2	777
ENST00000377036.2	904
ENST00000377036.2	908
ENST00000377036.2	920
ENST00000377036.2	937
ENST00000377036.2	1024
ENST00000377036.2	1130
ENST00000377038.8	715
ENST00000476658.5	545
ENST00000377036.2	1264
ENST00000356607.9	982
ENST00000356607.9	1039
ENST00000356607.9	1063
ENST00000356607.9	1147
ENST00000377022.8	2677
ENST00000344008.5	2681
ENST00000496432.6	2960
ENST00000606802.1	7489
ENST00000473118.5	699
ENST00000639083.1	671
ENST00000639599.1	796
ENST00000629725.2	736
ENST00000439080.6	541
ENST00000476201.5	827
ENST00000472476.5	836
ENST00000240185.8	704
ENST00000614757.4	696
ENST00000315091.7	614
ENST00000473869.5	614
ENST00000649624.1	602
ENST00000616545.4	602
ENST00000621790.4	602
ENST00000622057.4	349
ENST00000617172.4	343
ENST00000611963.4	242
ENST00000620632.4	153
ENST00000619555.4	153
ENST00000610369.4	80
ENST00000614494.1	55
ENST00000639083.1	676
ENST00000639599.1	801
ENST00000629725.2	741
ENST00000439080.6	546
ENST00000476201.5	832
ENST00000472476.5	841
ENST00000240185.8	709
ENST00000614757.4	701
ENST00000315091.7	619
ENST00000473869.5	619
ENST00000649624.1	607
ENST00000616545.4	607
ENST00000621790.4	607
ENST00000622057.4	354
ENST00000617172.4	348
ENST00000611963.4	247
ENST00000620632.4	158
ENST00000619555.4	158
ENST00000610369.4	85
ENST00000614494.1	60
ENST00000639083.1	852
ENST00000639599.1	977
ENST00000629725.2	917
ENST00000439080.6	722
ENST00000240185.8	885
ENST00000614757.4	877
ENST00000621715.4	698
ENST00000315091.7	795
ENST00000473869.5	795
ENST00000616545.4	783
ENST00000621790.4	783
ENST00000622057.4	530
ENST00000617172.4	524
ENST00000611963.4	423
ENST00000620632.4	334
ENST00000619555.4	334
ENST00000610369.4	261
ENST00000611136.4	163
ENST00000477447.6	82
ENST00000612542.1	49
ENST00000700088.1	1580
ENST00000639083.1	873
ENST00000639599.1	998
ENST00000629725.2	938
ENST00000439080.6	743
ENST00000240185.8	906
ENST00000614757.4	898
ENST00000621715.4	719
ENST00000315091.7	816
ENST00000473869.5	816
ENST00000616545.4	804
ENST00000621790.4	804
ENST00000622057.4	551
ENST00000617172.4	545
ENST00000611963.4	444
ENST00000620632.4	355
ENST00000619555.4	355
ENST00000610369.4	282
ENST00000611136.4	184
ENST00000477447.6	103
ENST00000612542.1	70
ENST00000639083.1	971
ENST00000439080.6	841
ENST00000240185.8	1004
ENST00000620505.1	4
ENST00000639083.1	1004
ENST00000439080.6	874
ENST00000240185.8	1037
ENST00000620505.1	37
ENST00000639083.1	2069
ENST00000240185.8	2102
ENST00000315091.7	1061
ENST00000617172.4	799
ENST00000617757.1	87
ENST00000639083.1	2086
ENST00000240185.8	2119
ENST00000315091.7	1078
ENST00000617172.4	816
ENST00000617757.1	104
ENST00000639083.1	2095
ENST00000240185.8	2128
ENST00000315091.7	1087
ENST00000617172.4	825
ENST00000617757.1	113
ENST00000639083.1	2172
ENST00000240185.8	2205
ENST00000315091.7	1164
ENST00000617172.4	902
ENST00000617757.1	190
ENST00000639083.1	2201
ENST00000240185.8	2234
ENST00000315091.7	1193
ENST00000617172.4	931
ENST00000617757.1	219
ENST00000240185.8	2333
ENST00000315091.7	1292
ENST00000617757.1	318
ENST00000240185.8	2353
ENST00000315091.7	1312
ENST00000617757.1	338
ENST00000240185.8	2508
ENST00000315091.7	1467
ENST00000240185.8	2529
ENST00000315091.7	1488
ENST00000240185.8	2535
ENST00000315091.7	1494
ENST00000240185.8	2564
ENST00000315091.7	1523
ENST00000620632.4	534
ENST00000610369.4	391
ENST00000475189.1	350
ENST00000376957.7	1065
ENST00000490101.1	67
ENST00000475189.1	354
ENST00000376957.7	1069
ENST00000490101.1	71
ENST00000475189.1	362
ENST00000376957.7	1077
ENST00000490101.1	79
ENST00000475189.1	408
ENST00000376957.7	1123
ENST00000490101.1	125
ENST00000376838.5	3500
ENST00000703140.1	7970
ENST00000703143.2	8412
ENST00000361445.9	8204
ENST00000703139.2	8355
ENST00000703141.1	8496
ENST00000703142.1	7974
ENST00000703118.1	8011
ENST00000703131.1	3676
ENST00000376838.5	3788
ENST00000703140.1	8258
ENST00000703143.2	8700
ENST00000361445.9	8492
ENST00000703139.2	8643
ENST00000703141.1	8784
ENST00000703142.1	8262
ENST00000703118.1	8299
ENST00000703131.1	3964
ENST00000376810.6	369
ENST00000376804.2	39
ENST00000376810.6	408
ENST00000376804.2	78
ENST00000376810.6	651
ENST00000376804.2	321
ENST00000376810.6	687
ENST00000376804.2	357
ENST00000376810.6	692
ENST00000376804.2	362
ENST00000486588.6	1
ENST00000376810.6	1228
ENST00000376810.6	1255
ENST00000376810.6	1268
ENST00000456915.2	343
ENST00000294485.6	1217
ENST00000294485.6	1224
ENST00000294485.6	1267
ENST00000294485.6	1294
ENST00000294485.6	1327
ENST00000294485.6	2153
ENST00000294485.6	2190
ENST00000294485.6	2230
ENST00000294485.6	2236
ENST00000294485.6	2370
ENST00000294485.6	2419
ENST00000376637.7	678
ENST00000476512.5	937
ENST00000314340.10	682
ENST00000491346.5	949
ENST00000376629.8	650
ENST00000376627.6	798
ENST00000452018.6	721
ENST00000510878.1	537
ENST00000476309.5	660
ENST00000514733.5	752
ENST00000376637.7	735
ENST00000314340.10	739
ENST00000491346.5	1006
ENST00000376629.8	707
ENST00000376627.6	855
ENST00000452018.6	778
ENST00000510878.1	594
ENST00000476309.5	717
ENST00000514733.5	809
ENST00000376592.6	8066
ENST00000376590.9	6706
ENST00000376583.7	6732
ENST00000376585.6	7782
ENST00000641747.1	2915
ENST00000641805.1	2815
ENST00000423400.7	2403
ENST00000641446.1	2508
ENST00000641407.1	2257
ENST00000641759.1	2142
ENST00000376572.8	2506
ENST00000376572.8	2624
ENST00000376572.8	1325
ENST00000376576.3	1787
ENST00000376572.8	1477
ENST00000376576.3	1939
ENST00000196061.5	2261
ENST00000481933.1	1625
ENST00000196061.5	2271
ENST00000481933.1	1635
ENST00000196061.5	2314
ENST00000481933.1	1678
ENST00000196061.5	2462
ENST00000481933.1	1826
ENST00000196061.5	2477
ENST00000481933.1	1841
ENST00000196061.5	2506
ENST00000481933.1	1870
ENST00000196061.5	2537
ENST00000481933.1	1901
ENST00000196061.5	2575
ENST00000481933.1	1939
ENST00000196061.5	2586
ENST00000481933.1	1950
ENST00000196061.5	2615
ENST00000481933.1	1979
ENST00000196061.5	2674
ENST00000481933.1	2038
ENST00000196061.5	2701
ENST00000481933.1	2065
ENST00000196061.5	2714
ENST00000481933.1	2078
ENST00000196061.5	2740
ENST00000491536.5	402
ENST00000481933.1	2104
ENST00000196061.5	2772
ENST00000491536.5	434
ENST00000481933.1	2136
ENST00000444836.5	2798
ENST00000674817.1	2790
ENST00000675053.1	2836
ENST00000675817.1	3047
ENST00000674548.1	2853
ENST00000675959.1	2996
ENST00000675872.1	2850
ENST00000676426.1	2633
ENST00000674658.1	2601
ENST00000674910.1	2820
ENST00000675231.1	3053
ENST00000675512.1	2861
ENST00000675113.1	2742
ENST00000235329.10	2680
ENST00000676293.1	2802
ENST00000675919.1	2770
ENST00000675987.1	2726
ENST00000675483.1	2618
ENST00000675528.1	1981
ENST00000675404.1	2725
ENST00000676295.1	903
ENST00000675043.1	458
ENST00000444836.5	2820
ENST00000674817.1	2812
ENST00000675053.1	2858
ENST00000675817.1	3069
ENST00000674548.1	2875
ENST00000675959.1	3018
ENST00000675872.1	2872
ENST00000676426.1	2655
ENST00000674658.1	2623
ENST00000674910.1	2842
ENST00000675231.1	3075
ENST00000675512.1	2883
ENST00000675113.1	2764
ENST00000235329.10	2702
ENST00000676293.1	2824
ENST00000675919.1	2792
ENST00000675987.1	2748
ENST00000675483.1	2640
ENST00000675528.1	2003
ENST00000675404.1	2747
ENST00000676295.1	925
ENST00000675043.1	480
ENST00000444836.5	3059
ENST00000674817.1	3051
ENST00000675053.1	3097
ENST00000675817.1	3308
ENST00000674548.1	3114
ENST00000675959.1	3257
ENST00000675872.1	3111
ENST00000676426.1	2894
ENST00000674658.1	2862
ENST00000674910.1	3081
ENST00000675231.1	3314
ENST00000675512.1	3122
ENST00000675113.1	3003
ENST00000235329.10	2941
ENST00000676293.1	3063
ENST00000675919.1	3031
ENST00000675987.1	2987
ENST00000675483.1	2879
ENST00000675528.1	2242
ENST00000675404.1	2986
ENST00000676295.1	1164
ENST00000675043.1	719
ENST00000444836.5	3490
ENST00000674817.1	3482
ENST00000675053.1	3528
ENST00000675817.1	3739
ENST00000674548.1	3545
ENST00000675959.1	3688
ENST00000675872.1	3542
ENST00000676426.1	3325
ENST00000674658.1	3293
ENST00000674910.1	3512
ENST00000675231.1	3745
ENST00000675512.1	3553
ENST00000675113.1	3434
ENST00000235329.10	3372
ENST00000676293.1	3494
ENST00000675919.1	3462
ENST00000675987.1	3418
ENST00000675483.1	3310
ENST00000675528.1	2673
ENST00000675404.1	3417
ENST00000676295.1	1595
ENST00000675043.1	1150
ENST00000444836.5	3598
ENST00000674817.1	3590
ENST00000675053.1	3636
ENST00000675817.1	3847
ENST00000674548.1	3653
ENST00000675959.1	3796
ENST00000675872.1	3650
ENST00000676426.1	3433
ENST00000674658.1	3401
ENST00000674910.1	3620
ENST00000675231.1	3853
ENST00000675512.1	3661
ENST00000675113.1	3542
ENST00000235329.10	3480
ENST00000676293.1	3602
ENST00000675919.1	3570
ENST00000675987.1	3526
ENST00000675483.1	3418
ENST00000675528.1	2781
ENST00000675404.1	3525
ENST00000676295.1	1703
ENST00000675043.1	1258
ENST00000444836.5	3641
ENST00000674817.1	3633
ENST00000675053.1	3679
ENST00000675817.1	3890
ENST00000674548.1	3696
ENST00000675959.1	3839
ENST00000675872.1	3693
ENST00000676426.1	3476
ENST00000674658.1	3444
ENST00000674910.1	3663
ENST00000675231.1	3896
ENST00000675512.1	3704
ENST00000675113.1	3585
ENST00000235329.10	3523
ENST00000676293.1	3645
ENST00000675919.1	3613
ENST00000675987.1	3569
ENST00000675483.1	3461
ENST00000675528.1	2824
ENST00000675404.1	3568
ENST00000676295.1	1746
ENST00000675043.1	1301
ENST00000444836.5	3662
ENST00000674817.1	3654
ENST00000675053.1	3700
ENST00000675817.1	3911
ENST00000674548.1	3717
ENST00000675959.1	3860
ENST00000675872.1	3714
ENST00000676426.1	3497
ENST00000674658.1	3465
ENST00000674910.1	3684
ENST00000675231.1	3917
ENST00000675512.1	3725
ENST00000675113.1	3606
ENST00000235329.10	3544
ENST00000676293.1	3666
ENST00000675919.1	3634
ENST00000675987.1	3590
ENST00000675483.1	3482
ENST00000675528.1	2845
ENST00000675404.1	3589
ENST00000676295.1	1767
ENST00000675043.1	1322
ENST00000444836.5	3680
ENST00000674817.1	3672
ENST00000675053.1	3718
ENST00000675817.1	3929
ENST00000674548.1	3735
ENST00000675959.1	3878
ENST00000675872.1	3732
ENST00000676426.1	3515
ENST00000674658.1	3483
ENST00000674910.1	3702
ENST00000675231.1	3935
ENST00000675512.1	3743
ENST00000675113.1	3624
ENST00000235329.10	3562
ENST00000676293.1	3684
ENST00000675919.1	3652
ENST00000675987.1	3608
ENST00000675483.1	3500
ENST00000675528.1	2863
ENST00000675404.1	3607
ENST00000676295.1	1785
ENST00000675043.1	1340
ENST00000444836.5	3692
ENST00000674817.1	3684
ENST00000675053.1	3730
ENST00000675817.1	3941
